RUN	basic.CadastrarAnuncio	cadastraranuncio	1603458497707	teste	3.0.2
USER	CadastrarAnuncio	1	START	1603458500015	1603458500015
REQUEST	1		Gerar Token	1603458500036	1603458505683	OK	 
REQUEST	1		request_0	1603458510708	1603458515873	OK	 
REQUEST	1		request_1	1603458515997	1603458516019	OK	 
REQUEST	1		request_2	1603458515999	1603458516033	OK	 
REQUEST	1		request_4	1603458515999	1603458516080	OK	 
REQUEST	1		request_3	1603458515998	1603458516087	OK	 
REQUEST	1		request_7	1603458516001	1603458516088	OK	 
REQUEST	1		request_8	1603458526087	1603458526110	OK	 
REQUEST	1		request_9	1603458526116	1603458531154	OK	 
REQUEST	1		request_11	1603458531145	1603458531300	OK	 
REQUEST	1		request_10	1603458526118	1603458531314	OK	 
REQUEST	1		request_13	1603458543326	1603458543379	OK	 
REQUEST	1		request_13 Redirect 1	1603458543389	1603458543434	OK	 
REQUEST	1		request_17	1603458543465	1603458548504	OK	 
REQUEST	1		request_14	1603458543460	1603458553538	OK	 
REQUEST	1		request_18	1603458543462	1603458553541	OK	 
REQUEST	1		request_21	1603458543462	1603458553543	OK	 
REQUEST	1		request_16	1603458543464	1603458553546	OK	 
REQUEST	1		request_26	1603458548498	1603458553549	OK	 
REQUEST	1		request_28	1603458548500	1603458553561	OK	 
REQUEST	1		request_26	1603458553551	1603458553586	OK	 
REQUEST	1		request_28	1603458553563	1603458553617	OK	 
REQUEST	1		request_23	1603458543463	1603458553619	OK	 
REQUEST	1		request_28	1603458553618	1603458553660	OK	 
REQUEST	1		request_26	1603458553588	1603458553662	OK	 
REQUEST	1		request_25	1603458548497	1603458553667	OK	 
REQUEST	1		request_19	1603458543466	1603458553669	OK	 
REQUEST	1		request_17	1603458548506	1603458553674	OK	 
REQUEST	1		request_25	1603458553668	1603458553694	OK	 
REQUEST	1		request_63	1603458555695	1603458555718	OK	 
REQUEST	1		request_64	1603458555726	1603458555747	OK	 
REQUEST	1		request_65	1603458555728	1603458555754	OK	 
REQUEST	1		request_66	1603458555730	1603458555756	OK	 
REQUEST	1		request_67	1603458555732	1603458555762	OK	 
REQUEST	1		request_66	1603458555758	1603458555805	OK	 
REQUEST	1		request_67	1603458555764	1603458555809	OK	 
REQUEST	1		request_67	1603458555810	1603458555850	OK	 
REQUEST	1		request_66	1603458555807	1603458555871	OK	 
REQUEST	1		request_67	1603458555852	1603458555880	OK	 
REQUEST	1		request_67	1603458555881	1603458555925	OK	 
REQUEST	1		request_67	1603458555927	1603458555955	OK	 
REQUEST	1		request_67	1603458555957	1603458555985	OK	 
REQUEST	1		request_67	1603458555986	1603458556025	OK	 
REQUEST	1		request_67	1603458556027	1603458556059	OK	 
REQUEST	1		request_67	1603458556061	1603458556089	OK	 
REQUEST	1		request_67	1603458556091	1603458556126	OK	 
REQUEST	1		request_67	1603458556128	1603458556153	OK	 
REQUEST	1		request_67	1603458556154	1603458556182	OK	 
