RUN	basic.ListarAnuncios2	listaranuncios2	1603227588137	teste	3.0.2
USER	ListarAnuncios2	1	START	1603227590520	1603227590520
REQUEST	1		Gerar Token	1603227590563	1603227596139	OK	 
REQUEST	1		request_0	1603227601168	1603227606577	OK	 
REQUEST	1		request_1	1603227606699	1603227617736	OK	 
REQUEST	1		Acesso_Pagina_login_1	1603227606702	1603227617742	OK	 
REQUEST	1		request_4	1603227606701	1603227617825	OK	 
REQUEST	1		request_3	1603227606700	1603227617826	OK	 
REQUEST	1		request_7	1603227606703	1603227617827	OK	 
REQUEST	1		request_18	1603227606704	1603227617844	OK	 
REQUEST	1		req_duvida_todos	1603227606705	1603227617919	OK	 
REQUEST	1		req_Listar_com_filhos_1	1603227612593	1603227617925	OK	 
REQUEST	1		css?family=Roboto:700,500,400,300,600&display=swap	1603227612595	1603227618022	OK	 
REQUEST	1		css?family=Ubuntu:700,500,400,300,600&display=swap	1603227617727	1603227618056	OK	 
REQUEST	1		css?family=Montserrat:700,500,400,300,600&display=swap	1603227617728	1603227618063	OK	 
REQUEST	1		css?family=Cantarell:700,500,400,300,600&display=swap	1603227617729	1603227618098	OK	 
REQUEST	1		Autenticacao	1603227619096	1603227619155	OK	 
REQUEST	1		Autenticacao Redirect 1	1603227619160	1603227619203	OK	 
REQUEST	1		request_29	1603227619220	1603227619240	OK	 
REQUEST	1		request_33	1603227619221	1603227619242	OK	 
REQUEST	1		request_38	1603227619222	1603227619248	OK	 
REQUEST	1		request_31	1603227619223	1603227619255	OK	 
REQUEST	1		req_Listar_com_filhos_2	1603227619227	1603227619261	OK	 
REQUEST	1		request_43	1603227619227	1603227619262	OK	 
REQUEST	1		request_32	1603227619224	1603227619263	OK	 
REQUEST	1		request_36	1603227619225	1603227619265	OK	 
REQUEST	1		request_39	1603227619222	1603227619307	OK	 
REQUEST	1		request_40	1603227619223	1603227619313	OK	 
REQUEST	1		icon?family=Material+Icons|Material+Icons+Outlined	1603227619228	1603227619328	OK	 
REQUEST	1		Autenticacao_Geracao_token_1	1603227619226	1603227619345	OK	 
REQUEST	1		Autenticacao_Geracao_token_1	1603227619346	1603227619371	OK	 
REQUEST	1		request_49	1603227626375	1603227626397	OK	 
REQUEST	1		ListarCategoriaPai	1603227626424	1603227626454	OK	 
REQUEST	1		ListarCategoriaFilho	1603227626424	1603227626454	OK	 
REQUEST	1		request_50	1603227626421	1603227626456	OK	 
REQUEST	1		request_52	1603227626423	1603227626456	OK	 
REQUEST	1		request_51	1603227626422	1603227626457	OK	 
REQUEST	1		ListarCategoriaElasticSearch	1603227626425	1603227626515	OK	 
REQUEST	1		req_Listar_com_filhos_6	1603227626426	1603227626516	OK	 
REQUEST	1		req_Listar_com_filhos_6	1603227626518	1603227626559	OK	 
REQUEST	1		req_Listar_com_filhos_6	1603227626561	1603227626630	OK	 
REQUEST	1		request_63	1603227628625	1603227628648	OK	 
REQUEST	1		request_65	1603227628663	1603227628687	OK	 
REQUEST	1		request_64	1603227628662	1603227628689	OK	 
REQUEST	1		request_69	1603227628665	1603227628694	OK	 
REQUEST	1		req_Listar_com_filhos_7	1603227628664	1603227628698	OK	 
REQUEST	1		request_69	1603227628696	1603227628735	OK	 
REQUEST	1		req_Listar_com_filhos_7	1603227628700	1603227628737	OK	 
REQUEST	1		request_69	1603227628736	1603227628777	OK	 
REQUEST	1		req_Listar_com_filhos_7	1603227628738	1603227628796	OK	 
REQUEST	1		request_71	1603227630804	1603227630829	OK	 
REQUEST	1		request_72	1603227630853	1603227630874	OK	 
REQUEST	1		request_74	1603227630854	1603227630881	OK	 
